Company,Symbol,Industry,Identifier,Indices,Currency,Trading,urls
StrategX Elements Corp.,STGX,Mining,,,CAD,2022-01-10 05:00:00,https://thecse.com/en/listings/mining/strategx-elements-corp
Sunniva Inc.,SNN,Life Sciences,US Cannabis,,CAD,2018-01-10 05:00:00,https://thecse.com/en/listings/life-sciences/sunniva-inc
Supernova Metals Corp.,SUPR,Mining,,,CAD,2021-05-21 04:00:00,https://thecse.com/en/listings/mining/supernova-metals-corp
SureNano Science Ltd,SURE,Technology,,,CAD,2021-12-20 05:00:00,https://thecse.com/en/listings/technology/surenano-science-ltd
Swarmio Media Holdings Inc.,SWRM,Technology,,CSE Composite,CAD,2021-11-22 05:00:00,https://thecse.com/en/listings/technology/swarmio-media-holdings-inc
Sweet Earth Holdings Corporation,SE,Life Sciences,US Cannabis,CSE Composite,CAD,2020-05-26 04:00:00,https://thecse.com/en/listings/life-sciences/sweet-earth-holdings-corporation
SWMBRD Sports Inc.,SWIM,Diversified Industries,,,CAD,2022-02-16 05:00:00,https://thecse.com/en/listings/diversified-industries/swmbrd-sports-inc
Taal Distributed Information Technologies Inc.,TAAL,Technology,Blockchain,CSE Composite,CAD,2015-09-21 04:00:00,https://thecse.com/en/listings/technology/taal-distributed-information-technologies-inc
TAAT Global Alternatives Inc. (formerly was TAAT/TAAT Lifestyle & Wellness Ltd. until 2021-04-27),TAAT,Life Sciences,Cannabis,CSE25,CAD,2020-06-22 04:00:00,https://thecse.com/en/listings/life-sciences/taat-global-alternatives-inc-(formerly-was-taat/taat-lifestyle-&-wellness-ltd-until-2021-04-27)
Tactical Resources Corp.,RARE,Mining,,,CAD,2022-03-14 04:00:00,https://thecse.com/en/listings/mining/tactical-resources-corp
Taiga Gold Corp,TGC,Mining,,CSE Composite,CAD,2018-04-30 04:00:00,https://thecse.com/en/listings/mining/taiga-gold-corp
Talmora Diamond Inc.,TAI,Mining,,,CAD,2015-09-24 04:00:00,https://thecse.com/en/listings/mining/talmora-diamond-inc
Tantalex Resources Corporation,TTX,Mining,,CSE Composite,CAD,2015-11-10 05:00:00,https://thecse.com/en/listings/mining/tantalex-resources-corporation
Tarachi Gold Corp.,TRG,Mining,,CSE Composite,CAD,2018-10-25 04:00:00,https://thecse.com/en/listings/mining/tarachi-gold-corp
Tartisan Nickel Corp.,TN,Mining,,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/mining/tartisan-nickel-corp
Telecure Technologies Inc.,TELE,Technology,,CSE Composite,CAD,2021-08-31 04:00:00,https://thecse.com/en/listings/technology/telecure-technologies-inc
Telescope Innovations Corp.,TELI,Technology,,CSE Composite,CAD,2021-09-27 04:00:00,https://thecse.com/en/listings/technology/telescope-innovations-corp
Temas Resources Corp.,TMAS,Mining,,CSE Composite,CAD,2020-05-19 04:00:00,https://thecse.com/en/listings/mining/temas-resources-corp
Tempus Capital Inc.,TEMP,Diversified Industries,,CSE Composite,CAD,2019-02-27 05:00:00,https://thecse.com/en/listings/diversified-industries/tempus-capital-inc
Tenet Fintech Group Inc (formerly was PKK/Peak Fintech Group Inc. until 2021-10-29),PKK,Technology,,CSE25,CAD,2015-11-02 05:00:00,https://thecse.com/en/listings/technology/tenet-fintech-group-inc-(formerly-was-pkk/peak-fintech-group-inc-until-2021-10-29)
Tenet Fintech Group Inc. 7JUL2023 Warrants (formerly was PKK.WT/Peak Fintech Group Inc. 7JUL2023 Warrants until 2021-10-29),PKK.WT,Technology,,,CAD,2021-07-26 04:00:00,https://thecse.com/en/listings/technology/tenet-fintech-group-inc-7jul2023-warrants-(formerly-was-pkkwt/peak-fintech-group-inc-7jul2023-warrants-until-2021-10-29)
Terranueva Corporation,TEQ,Life Sciences,Cannabis,,CAD,2018-12-17 05:00:00,https://thecse.com/en/listings/life-sciences/terranueva-corporation
TerrAscend Corp.,TER,Life Sciences,"Cannabis, US Cannabis",CSE25,CAD,2017-05-03 04:00:00,https://thecse.com/en/listings/life-sciences/terrascend-corp
Tevano Systems Holdings Inc.,TEVO,Technology,,CSE Composite,CAD,2021-03-19 04:00:00,https://thecse.com/en/listings/technology/tevano-systems-holdings-inc
THC Biomed Intl Ltd,THC,Life Sciences,Cannabis,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/life-sciences/thc-biomed-intl-ltd
The Alkaline Water Company Inc.,WTER,Diversified Industries,,CSE Composite,CAD,2020-05-19 04:00:00,https://thecse.com/en/listings/diversified-industries/the-alkaline-water-company-inc
The BC Bud Corporation,BCBC,Life Sciences,,CSE Composite,CAD,2021-09-30 04:00:00,https://thecse.com/en/listings/life-sciences/the-bc-bud-corporation
The Fresh Factory B.C Ltd.,FRSH,Diversified Industries,,CSE Composite,CAD,2021-11-16 05:00:00,https://thecse.com/en/listings/diversified-industries/the-fresh-factory-bc-ltd
The Good Flour Corp.,GFCO,Diversified Industries,,CSE Composite,CAD,2021-11-08 05:00:00,https://thecse.com/en/listings/diversified-industries/the-good-flour-corp
The Green Organic Dutchman Holdings Ltd 10DEC2025 Warrants (formerly was TGOD.WB/The Green Organic Dutchman Holdings Ltd Warrants until 2022-03-23),TGOD.WB,Life Sciences,,,CAD,2021-09-13 04:00:00,https://thecse.com/en/listings/life-sciences/the-green-organic-dutchman-holdings-ltd-10dec2025-warrants-(formerly-was-tgodwb/the-green-organic-dutchman-holdings-ltd-warrants-until-2022-03-23)
The Green Organic Dutchman Holdings Ltd 23OCT2025 Warrants (formerly was TGOD.WA/The Green Organic Dutchman Holdings Ltd Warrants until 2022-03-23),TGOD.WA,Life Sciences,,,CAD,2021-09-13 04:00:00,https://thecse.com/en/listings/life-sciences/the-green-organic-dutchman-holdings-ltd-23oct2025-warrants-(formerly-was-tgodwa/the-green-organic-dutchman-holdings-ltd-warrants-until-2022-03-23)
The Green Organic Dutchman Holdings Ltd.,TGOD,Life Sciences,,CSE Composite,CAD,2021-09-13 04:00:00,https://thecse.com/en/listings/life-sciences/the-green-organic-dutchman-holdings-ltd
The Green Organic Dutchman Holdings Ltd. Warrants,TGOD.WS,Life Sciences,,,CAD,2021-09-13 04:00:00,https://thecse.com/en/listings/life-sciences/the-green-organic-dutchman-holdings-ltd-warrants
The Green Organic Dutchman Holdings Ltd. Wts.,TGOD.WR,Life Sciences,,,CAD,2021-09-13 04:00:00,https://thecse.com/en/listings/life-sciences/the-green-organic-dutchman-holdings-ltd-wts
The Hash Corporation,REZN,Life Sciences,,,CAD,2021-06-03 04:00:00,https://thecse.com/en/listings/life-sciences/the-hash-corporation
The Tinley Beverage Company Inc.,TNY,Diversified Industries,US Cannabis,CSE Composite,CAD,2016-01-28 05:00:00,https://thecse.com/en/listings/diversified-industries/the-tinley-beverage-company-inc
The Yumy Candy Company Inc (formerly was YUMY/Yumy Bear Goods Inc. until 2021-12-29),TYUM,Diversified Industries,,CSE Composite,CAD,2021-07-09 04:00:00,https://thecse.com/en/listings/diversified-industries/the-yumy-candy-company-inc-(formerly-was-yumy/yumy-bear-goods-inc-until-2021-12-29)
Thoughtful Brands Inc.,TBI,Life Sciences,Cannabis,,CAD,2019-12-04 05:00:00,https://thecse.com/en/listings/life-sciences/thoughtful-brands-inc
ThreeD Capital Inc.,IDK,Diversified Industries,Blockchain,CSE Composite,CAD,2016-07-06 04:00:00,https://thecse.com/en/listings/diversified-industries/threed-capital-inc
Tier One Capital Limited Partnership,TLP.UN,Diversified Industries,,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/diversified-industries/tier-one-capital-limited-partnership
Tiidal Gaming Group Corp,TIDL,Technology,,CSE Composite,CAD,2021-11-17 05:00:00,https://thecse.com/en/listings/technology/tiidal-gaming-group-corp
Tocvan Ventures Corp.,TOC,Mining,,CSE Composite,CAD,2019-03-01 05:00:00,https://thecse.com/en/listings/mining/tocvan-ventures-corp
Tony G Co-Investment Holdings Ltd.,TONY,Diversified Industries,Blockchain,CSE Composite,CAD,2021-10-07 04:00:00,https://thecse.com/en/listings/diversified-industries/tony-g-co-investment-holdings-ltd
Top Strike Resources Corp.,VENI,Life Sciences,US Cannabis,CSE Composite,CAD,2018-09-24 04:00:00,https://thecse.com/en/listings/life-sciences/top-strike-resources-corp
Tower One Wireless Corp.,TO,Technology,,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/technology/tower-one-wireless-corp
TraceSafe Inc.,TSF,Technology,,CSE Composite,CAD,2018-10-12 04:00:00,https://thecse.com/en/listings/technology/tracesafe-inc
Traction Uranium Corp. (formerly was TRAC/Traction Exploration Inc. until 2021-11-16),TRAC,Mining,,,CAD,2021-09-01 04:00:00,https://thecse.com/en/listings/mining/traction-uranium-corp-(formerly-was-trac/traction-exploration-inc-until-2021-11-16)
Transcanna Holdings Inc.,TCAN,Life Sciences,US Cannabis,CSE Composite,CAD,2019-01-09 05:00:00,https://thecse.com/en/listings/life-sciences/transcanna-holdings-inc
Transcanna Holdings Inc. Wts.,TCAN.WT,Life Sciences,US Cannabis,,CAD,2019-08-27 04:00:00,https://thecse.com/en/listings/life-sciences/transcanna-holdings-inc-wts
Treatment.com International Inc.,TRUE,Technology,,CSE Composite,CAD,2021-04-19 04:00:00,https://thecse.com/en/listings/technology/treatmentcom-international-inc
Trenchant Capital Corp.,TCC,Diversified Industries,,CSE Composite,CAD,2020-08-28 04:00:00,https://thecse.com/en/listings/diversified-industries/trenchant-capital-corp
Trenchant Capital Corp. 8% 31JAN23,TCC.DB.A,Diversified Industries,,,CAD,2020-08-28 04:00:00,https://thecse.com/en/listings/diversified-industries/trenchant-capital-corp-8%-31jan23
TRENCHANT CAPITAL CORP. 9.0% DEBENTURES 31MAR22,TCC.DB,Diversified Industries,,,CAD,2020-08-28 04:00:00,https://thecse.com/en/listings/diversified-industries/trenchant-capital-corp-90%-debentures-31mar22
Trillion Energy International Inc.,TCF,Oil and Gas,,CSE Composite,CAD,2020-02-11 05:00:00,https://thecse.com/en/listings/oil-and-gas/trillion-energy-international-inc
TripSitter Clinic Ltd.,KETA,Technology,,CSE Composite,CAD,2021-11-29 05:00:00,https://thecse.com/en/listings/technology/tripsitter-clinic-ltd
Trojan Gold Inc.,TGII,Mining,,,CAD,2021-12-17 05:00:00,https://thecse.com/en/listings/mining/trojan-gold-inc
Trulieve Cannabis Corp.,TRUL,Life Sciences,US Cannabis,CSE25,CAD,2018-09-25 04:00:00,https://thecse.com/en/listings/life-sciences/trulieve-cannabis-corp
Trulieve Cannabis Corp. - Warrant (formerly was TRUL.WT/Trulieve Cannabis Corp. until 2022-03-22),TRUL.WT,Life Sciences,US Cannabis,,CAD,2019-06-18 04:00:00,https://thecse.com/en/listings/life-sciences/trulieve-cannabis-corp---warrant-(formerly-was-trulwt/trulieve-cannabis-corp-until-2022-03-22)
Trulieve Cannabis Corp. 8% 6OCT2026 Notes USD,TRUL.NT.U,Life Sciences,,,USD,2022-02-07 05:00:00,https://thecse.com/en/listings/life-sciences/trulieve-cannabis-corp-8%-6oct2026-notes-usd
Trulieve Cannabis Corp. 9.75% 18JUN24,TRUL.DB.U,Life Sciences,US Cannabis,,USD,2019-06-18 04:00:00,https://thecse.com/en/listings/life-sciences/trulieve-cannabis-corp-975%-18jun24
TruTrace Technologies Inc.,TTT,Technology,"Cannabis, Blockchain",CSE Composite,CAD,2019-06-14 04:00:00,https://thecse.com/en/listings/technology/trutrace-technologies-inc
Tryp Therapeutics Inc,TRYP,Life Sciences,,CSE Composite,CAD,2020-12-18 05:00:00,https://thecse.com/en/listings/life-sciences/tryp-therapeutics-inc
"Tuga Innovations, Inc.",TUGA,CleanTech,,CSE Composite,CAD,2021-12-09 05:00:00,"https://thecse.com/en/listings/cleantech/tuga-innovations,-inc"
Ubique Minerals Limited,UBQ,Mining,,CSE Composite,CAD,2018-09-12 04:00:00,https://thecse.com/en/listings/mining/ubique-minerals-limited
UniDoc Health Corp.,UDOC,Technology,,CSE Composite,CAD,2021-12-13 05:00:00,https://thecse.com/en/listings/technology/unidoc-health-corp
United Lithium Corp.,ULTH,Mining,,CSE Composite,CAD,2017-12-27 05:00:00,https://thecse.com/en/listings/mining/united-lithium-corp
Upco International Inc,UPCO,Technology,Blockchain,CSE Composite,CAD,2017-11-03 04:00:00,https://thecse.com/en/listings/technology/upco-international-inc
UpSnap Inc.,UP,Technology,,,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/technology/upsnap-inc
Urbana Corporation,URB,Diversified Industries,,,CAD,2015-08-07 04:00:00,https://thecse.com/en/listings/diversified-industries/urbana-corporation
Urbana Corporation A NV,URB.A,Diversified Industries,,CSE Composite,CAD,2014-01-09 05:00:00,https://thecse.com/en/listings/diversified-industries/urbana-corporation-a-nv
Valdor Technology International Inc.,VTI,Technology,,,CAD,2021-06-25 04:00:00,https://thecse.com/en/listings/technology/valdor-technology-international-inc
Valorem Resources Inc.,VALU,Mining,,CSE Composite,CAD,2015-09-03 04:00:00,https://thecse.com/en/listings/mining/valorem-resources-inc
Vegano Foods Inc.,VAGN,Life Sciences,,,CAD,2022-02-15 05:00:00,https://thecse.com/en/listings/life-sciences/vegano-foods-inc
Vejii Holdings Ltd,VEJI,Technology,,CSE Composite,CAD,2021-11-10 05:00:00,https://thecse.com/en/listings/technology/vejii-holdings-ltd
Verano Holdings Corp.,VRNO,Life Sciences,US Cannabis,CSE25,CAD,2021-02-17 05:00:00,https://thecse.com/en/listings/life-sciences/verano-holdings-corp
Vext Science Inc. 02NOV2023 Warrants,VEXT.WT,Life Sciences,US Cannabis,,CAD,2020-11-02 05:00:00,https://thecse.com/en/listings/life-sciences/vext-science-inc-02nov2023-warrants
Vext Science Inc. 08FEB2024 Warrants,VEXT.WT.A,Life Sciences,US Cannabis,,CAD,2021-02-08 05:00:00,https://thecse.com/en/listings/life-sciences/vext-science-inc-08feb2024-warrants
"Vext Science, Inc.",VEXT,Life Sciences,US Cannabis,CSE Composite,CAD,2019-05-13 04:00:00,"https://thecse.com/en/listings/life-sciences/vext-science,-inc"
Vibe Growth Corporation,VIBE,Life Sciences,US Cannabis,CSE Composite,CAD,2019-04-03 04:00:00,https://thecse.com/en/listings/life-sciences/vibe-growth-corporation
Victory Nickel Inc.,NI,Mining,,,CAD,2016-02-22 05:00:00,https://thecse.com/en/listings/mining/victory-nickel-inc
Victory Resources Corporation,VR,Diversified Industries,,CSE Composite,CAD,2019-02-19 05:00:00,https://thecse.com/en/listings/diversified-industries/victory-resources-corporation
Victory Square Technologies Inc.,VST,Technology,Blockchain,CSE Composite,CAD,2016-05-04 04:00:00,https://thecse.com/en/listings/technology/victory-square-technologies-inc
Vinergy Capital Inc,VIN,Diversified Industries,Blockchain,,CAD,2019-07-29 04:00:00,https://thecse.com/en/listings/diversified-industries/vinergy-capital-inc
Volatus Capital Corp.,VC,Mining,,,CAD,2019-08-28 04:00:00,https://thecse.com/en/listings/mining/volatus-capital-corp
Voltage Metals Corp.,VOLT,Mining,,,CAD,2022-03-18 04:00:00,https://thecse.com/en/listings/mining/voltage-metals-corp
Voyageur Mineral Explorers Corp.,VOY,Mining,,CSE Composite,CAD,2015-09-04 04:00:00,https://thecse.com/en/listings/mining/voyageur-mineral-explorers-corp
VPN Technologies Inc.,VPN,Technology,,,CAD,2015-09-18 04:00:00,https://thecse.com/en/listings/technology/vpn-technologies-inc
VSBLTY Groupe Technologies Corp Warrrants,VSBY.WT.A,Technology,,,CAD,2021-06-30 04:00:00,https://thecse.com/en/listings/technology/vsblty-groupe-technologies-corp-warrrants
VSBLTY Groupe Technologies Corp.,VSBY,Technology,Blockchain,CSE Composite,CAD,2019-02-27 05:00:00,https://thecse.com/en/listings/technology/vsblty-groupe-technologies-corp
VSBLTY Groupe Technologies Corp. Wts.,VSBY.WT,Technology,,,CAD,2020-08-28 04:00:00,https://thecse.com/en/listings/technology/vsblty-groupe-technologies-corp-wts
Waraba Gold Limited,WBGD,Mining,,CSE Composite,CAD,2018-10-11 04:00:00,https://thecse.com/en/listings/mining/waraba-gold-limited
Way of Will Inc.,WAY,Diversified Industries,,,CAD,2022-01-31 05:00:00,https://thecse.com/en/listings/diversified-industries/way-of-will-inc
Wedgemount Resources Corp,WDGY,Mining,,CSE Composite,CAD,2021-05-21 04:00:00,https://thecse.com/en/listings/mining/wedgemount-resources-corp
Wellteq Digital Health Inc,WTEQ,Technology,,CSE Composite,CAD,2021-03-23 04:00:00,https://thecse.com/en/listings/technology/wellteq-digital-health-inc
Wesana Health Holdings Inc.,WESA,Life Sciences,,CSE Composite,CAD,2021-05-10 04:00:00,https://thecse.com/en/listings/life-sciences/wesana-health-holdings-inc
West Island Brands Inc (formerly was MMJ/Matica Enterprises Inc. until 2021-10-19),WIB,Life Sciences,Cannabis,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/life-sciences/west-island-brands-inc-(formerly-was-mmj/matica-enterprises-inc-until-2021-10-19)
West Mining Corp.,WEST,Mining,,CSE Composite,CAD,2020-12-07 05:00:00,https://thecse.com/en/listings/mining/west-mining-corp
West Oak Gold Corp.,WO,Mining,,,CAD,2021-08-16 04:00:00,https://thecse.com/en/listings/mining/west-oak-gold-corp
West Red Lake Gold Mines Inc.,RLG,Mining,,CSE Composite,CAD,2015-10-15 04:00:00,https://thecse.com/en/listings/mining/west-red-lake-gold-mines-inc
Western Uranium & Vanadium Corp.,WUC,Mining,,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/mining/western-uranium-&-vanadium-corp
Westmount Minerals Corp,WMC,Mining,,,CAD,2022-03-18 04:00:00,https://thecse.com/en/listings/mining/westmount-minerals-corp
Westward Gold Inc. (formerly was IM/IM Exploration Inc. until 2021-10-06),WG,Mining,,CSE Composite,CAD,2019-05-30 04:00:00,https://thecse.com/en/listings/mining/westward-gold-inc-(formerly-was-im/im-exploration-inc-until-2021-10-06)
Wildflower Brands Inc.,SUN,Life Sciences,US Cannabis,,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/life-sciences/wildflower-brands-inc
Winston Gold Corp.,WGC,Mining,,CSE Composite,CAD,2016-03-29 04:00:00,https://thecse.com/en/listings/mining/winston-gold-corp
Wondr Gaming Corp,WDR,Technology,,CSE Composite,CAD,2021-05-07 04:00:00,https://thecse.com/en/listings/technology/wondr-gaming-corp
Wondr Gaming Corp. 3MAY2023 Warrants,WDR.WT,Technology,,,CAD,2021-05-07 04:00:00,https://thecse.com/en/listings/technology/wondr-gaming-corp-3may2023-warrants
World Class Extractions Inc.,PUMP,Life Sciences,,CSE Composite,CAD,2019-03-21 04:00:00,https://thecse.com/en/listings/life-sciences/world-class-extractions-inc
WPD Pharmaceuticals Inc.,WBIO,Life Sciences,,CSE Composite,CAD,2019-12-27 05:00:00,https://thecse.com/en/listings/life-sciences/wpd-pharmaceuticals-inc
WSM Ventures Corp.,WSM.X,Diversified Industries,Blockchain,,CAD,2015-12-01 05:00:00,https://thecse.com/en/listings/diversified-industries/wsm-ventures-corp
Xebra Brands Ltd,XBRA,Life Sciences,,CSE Composite,CAD,2021-10-18 04:00:00,https://thecse.com/en/listings/life-sciences/xebra-brands-ltd
Xigem Technologies Corporation,XIGM,Technology,,CSE Composite,CAD,2021-03-15 04:00:00,https://thecse.com/en/listings/technology/xigem-technologies-corporation
XPhyto Therapeutics Corp.,XPHY,Life Sciences,,CSE Composite,CAD,2019-07-31 04:00:00,https://thecse.com/en/listings/life-sciences/xphyto-therapeutics-corp
XR Immersive Tech Inc. (formerly was VRAR/Fantasy 360 Technologies Inc. until 2022-02-02),VRAR,Technology,,CSE Composite,CAD,2021-09-08 04:00:00,https://thecse.com/en/listings/technology/xr-immersive-tech-inc-(formerly-was-vrar/fantasy-360-technologies-inc-until-2022-02-02)
XRApplied Technologies Inc,XRA,Technology,,CSE Composite,CAD,2021-07-30 04:00:00,https://thecse.com/en/listings/technology/xrapplied-technologies-inc
XS Financial Inc.,XSF,Diversified Industries,US Cannabis,CSE Composite,CAD,2019-09-13 04:00:00,https://thecse.com/en/listings/diversified-industries/xs-financial-inc
XTM Inc.,PAID,Technology,,CSE Composite,CAD,2020-03-10 04:00:00,https://thecse.com/en/listings/technology/xtm-inc
Yooma Wellness Inc.,YOOM,Life Sciences,,CSE Composite,CAD,2021-02-11 05:00:00,https://thecse.com/en/listings/life-sciences/yooma-wellness-inc
YourWay Cannabis Brands Inc (formerly was HOLL/Hollister Biosciences Inc. until 2021-12-15),YOUR,Life Sciences,US Cannabis,CSE Composite,CAD,2019-11-25 05:00:00,https://thecse.com/en/listings/life-sciences/yourway-cannabis-brands-inc-(formerly-was-holl/hollister-biosciences-inc-until-2021-12-15)
ZeU Technologies Inc.,ZEU,Technology,Blockchain,CSE Composite,CAD,2019-12-30 05:00:00,https://thecse.com/en/listings/technology/zeu-technologies-inc
Zinc8 Energy Solutions Inc.,ZAIR,Technology,,CSE Composite,CAD,2019-07-22 04:00:00,https://thecse.com/en/listings/technology/zinc8-energy-solutions-inc
Zoglo's Incredible Food Corp.,ZOG,Diversified Industries,,CSE Composite,CAD,2021-07-26 04:00:00,https://thecse.com/en/listings/diversified-industries/zoglo's-incredible-food-corp
ZTEST Electronics Inc.,ZTE,Technology,,CSE Composite,CAD,2015-09-22 04:00:00,https://thecse.com/en/listings/technology/ztest-electronics-inc
